table_name,column_name,variable_type,column_description,required_flag
hive.user_paytm_payments.gaming_merchant_5816_analysis,payer_handle,,"Identifier for the UPI handle used by the payer in transactions, specifically tracking Paytm-branded handles and various banking partnerships (paytm, ptyes, ptaxis, pthdfc, ptsbi) to analyze user payment patterns, payment routing, and user behavior across different Paytm service integrations and PSP handles in gaming merchant transactions.",N
hive.user_paytm_payments.gaming_merchant_5816_analysis,status,,"Status column that indicates the current state or outcome of transactions, primarily used to filter for successful ('SUCCESS', 'DEEMED') transactions in gaming merchant retention analysis and user activity calculations.",N
hive.user_paytm_payments.gaming_merchant_5816_analysis,transaction_date_key,,"A date key column used to identify and filter transaction dates in gaming merchant analysis, primarily supporting temporal analysis for user retention metrics and monthly aggregations in Real Money Gaming (RMG) reporting.",Y
hive.user_paytm_payments.gaming_merchant_5816_analysis,transaction_type,unknown,"Categorizes the type of UPI transaction, specifically distinguishing between 'PAY' (outgoing payments/payment sent) and 'COLLECT' (incoming payment requests) transaction types. Used as a filter criterion in gaming merchant payment analysis and retention analysis to understand transaction flow patterns.",N
hive.user_paytm_payments.gaming_merchant_5816_analysis,user_type,categorical,"A categorical field that classifies users based on their engagement or activity patterns, particularly used for retention analysis in Real Money Gaming (RMG) scenarios. The column contains lifecycle segments such as reactive users with different engagement levels that are used to calculate Monthly Active Users (MAU) and retention metrics.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,gaming_merc,categorical,"A categorical identifier that flags customers associated with gaming merchants, used for segmenting users in Real Money Gaming (RMG) retention analysis and payment transaction categorization. This column serves as a filter to identify whether a customer has transacted with gaming merchants, enabling analysis of user behavior and retention patterns specific to gaming merchant activity.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,mnt,date,A date column representing the month or transaction month used for temporal filtering and analysis in Paytm UPI user retention and gaming merchant payment studies. This column enables month-based segmentation of user activity data for calculating Monthly Active Users (MAU) and retention metrics.,N
hive.team_measurement.banner_campaigns_customer_v1,banner_id,varchar,"Unique identifier for banner campaigns used in the measurement and tracking system to distinguish between different banner advertisements and analyze their performance metrics such as views, clicks, and conversions.",Y
hive.team_measurement.banner_campaigns_customer_v1,clicks,bigint,"Records the number of banner clicks by users in marketing campaigns, used to measure user engagement and track conversion funnel performance in growth tracking features.",N
hive.team_measurement.banner_campaigns_customer_v1,customer_id,varchar,"Unique alphanumeric identifier for individual customers in the Paytm payments ecosystem, used to track user behavior and campaign interactions across various payment features and services.",Y
hive.team_measurement.banner_campaigns_customer_v1,dl_last_updated,unknown,"A timestamp column that indicates when the record was last updated in the data pipeline, used for filtering historical data and ensuring data freshness in banner campaign customer analytics.",Y
hive.team_measurement.banner_campaigns_customer_v1,dt,date,"Date field representing the day when banner campaign events occurred, used for time-series tracking and filtering of customer interactions with banners in growth measurement dashboards.",Y
hive.team_measurement.banner_campaigns_customer_v1,impressions,bigint,"The impressions column represents the total number of times a banner advertisement was viewed by users, serving as a key metric for measuring banner campaign reach and visibility in marketing analytics.",N
hive.team_measurement.banner_campaigns_customer_v1,lite_dt,,"Date when a customer activated UPI Lite functionality, used to track UPI Lite activation events in the context of banner campaign performance measurement.",no
hive.user_paytm_payments.bank_link,banner_id,undefined,"Identifier for tracking specific banners shown to users in the bank linking feature, used to measure banner performance metrics such as views and conversions in growth tracking dashboards.",Y
hive.user_paytm_payments.bank_link,clicks,,"This column tracks the number of users who viewed promotional banners in the context of bank linking and payment features, used primarily for measuring banner engagement and conversion tracking in growth analytics.",N
hive.user_paytm_payments.bank_link,customer_id,varchar,"Unique identifier for customers in the bank linking system, used to track and aggregate user engagement across various Paytm payment features including bank linking, credit card linking, UPI services, and widget usage for growth and conversion analytics.",Y
hive.user_paytm_payments.bank_link,dl_last_updated,,"A timestamp indicating when the bank link record was last updated in the data pipeline, used for filtering and tracking user engagement metrics over time in payment feature adoption analysis.",Y
hive.user_paytm_payments.bank_link,dt,date,"Date column representing when bank linking events occurred in the payments system, used for time-based filtering and tracking growth metrics for payment features and banner engagement analytics.",Y
hive.user_paytm_payments.bank_link,impressions,,"The impressions column tracks the number of users who viewed promotional banners, specifically used for measuring engagement with the New PTS Banner 2.0 in growth tracking dashboards for payment features.",N
hive.user_paytm_payments.bank_link,lite_dt,,"Date when a user activated UPI Lite service, used to track UPI Lite activation events and analyze user adoption patterns over time.",no
hive.user_paytm_payments.cc_all_linkages,banner_id,,"Unique identifier for banners displayed in the Paytm app, specifically used to track banner performance metrics including user views, clicks, and conversion rates for credit card linking and other payment features.",Y
hive.user_paytm_payments.cc_all_linkages,clicks,Not specified,"A numeric column that tracks user click interactions, specifically repurposed in growth dashboards to measure banner view metrics for the New PTS Banner 2.0 feature tracking system.",N
hive.user_paytm_payments.cc_all_linkages,customer_id,varchar,"A unique identifier for customers in the credit card linkages table, used to track and analyze customer payment activities across various Paytm payment features and measure user engagement with promotional banners.",Y
hive.user_paytm_payments.cc_all_linkages,dl_last_updated,,"Timestamp indicating when the record was last loaded or updated in the data pipeline, used as a date dimension for filtering and aggregating payment widget engagement data.",Y
hive.user_paytm_payments.cc_all_linkages,dt,date,"Date field representing when the credit card linkage event occurred, used for temporal filtering and time-based aggregations in growth tracking and conversion analysis dashboards.",Y
hive.user_paytm_payments.cc_all_linkages,impressions,,"Tracks the number of users who viewed promotional banners in the growth tracking system, used to measure banner impression effectiveness and conversion funnel performance.",N
hive.user_paytm_payments.cc_all_linkages,lite_dt,,"Date when UPI Lite service was activated by the customer, used to track feature adoption timing and measure conversion metrics in growth analysis dashboards.",no
hive.user_paytm_payments.check_balance,banner_id,,"Unique identifier for tracking specific banner campaigns in the Paytm payments system, used to measure user engagement and conversion rates for features like the New PTS Banner 2.0.",Y
hive.user_paytm_payments.check_balance,clicks,,"Tracks the number of users who viewed promotional banners in the Paytm payments platform, used for measuring banner exposure effectiveness and conversion funnel analysis in growth tracking dashboards.",N
hive.user_paytm_payments.check_balance,customer_id,varchar,"Unique identifier for customers in the Paytm payments system, used to track user activities and link payment-related actions across various services like bank linking, UPI transactions, and feature usage.",Y
hive.user_paytm_payments.check_balance,dl_last_updated,,"A timestamp column that indicates when the record was last loaded or updated in the data pipeline, used for data freshness tracking and filtering records by processing date.",Y
hive.user_paytm_payments.check_balance,dt,date,"Date field representing the timestamp when balance check activities occurred, used for temporal analysis and tracking user engagement with payment features over time.",Y
hive.user_paytm_payments.check_balance,impressions,,"Represents the count of users who viewed a specific banner in the Paytm app, used for tracking banner impressions in growth and conversion analysis for the New PTS Banner 2.0 feature.",N
hive.user_paytm_payments.check_balance,lite_dt,,"Date when a user activated UPI Lite service, used for tracking UPI Lite adoption trends and analyzing user engagement with lite payment features over time.",no
hive.user_paytm_payments.customer_vpa,banner_id,undefined,"Unique identifier for promotional banners used in the growth tracking system to measure user engagement, views, clicks, and conversion rates across different banner campaigns.",Y
hive.user_paytm_payments.customer_vpa,clicks,,"Tracks the number of clicks on promotional banners displayed to customers in the Paytm payments system, used for measuring user engagement and conversion tracking in growth campaigns.",N
hive.user_paytm_payments.customer_vpa,customer_id,varchar,"A unique alphanumeric identifier for customers in the Paytm payments system, used to track and link customer activities across various payment features including bank linking, credit card linking, UPI services, and payment widgets.",Y
hive.user_paytm_payments.customer_vpa,dl_last_updated,,"Timestamp indicating when the customer VPA record was last updated or loaded into the system, used for tracking data freshness and filtering historical records in payment feature analysis.",Y
hive.user_paytm_payments.customer_vpa,dt,date,"Date field representing the transaction or event date for customer VPA records, used for temporal filtering and time-series analysis of payment feature adoption and user engagement metrics.",Y
hive.user_paytm_payments.customer_vpa,impressions,,"Records the number of users who viewed a banner in the payment system, used to track impression metrics for growth analysis and conversion funnel measurement in various payment features.",N
hive.user_paytm_payments.customer_vpa,lite_dt,,"Date when UPI Lite service was activated for a customer, used to track activation timeline and measure feature adoption in growth analytics.",no
hive.user_paytm_payments.hide_payments,banner_id,,"Unique identifier for banners displayed to users in the Paytm payments app, used to track banner performance metrics and user engagement as part of growth tracking campaigns.",Y
hive.user_paytm_payments.hide_payments,clicks,,"This column tracks the number of users who viewed promotional banners, specifically used for growth tracking of the New PTS Banner 2.0 feature in the Paytm payments system.",N
hive.user_paytm_payments.hide_payments,customer_id,varchar,"A varchar identifier that uniquely identifies customers across the Paytm payments platform, used to track and aggregate user activities across various payment features including bank linking, credit card linking, UPI services, and widget usage.",Y
hive.user_paytm_payments.hide_payments,dl_last_updated,,"A timestamp field indicating when the record was last updated in the data lake, used as the event date for tracking when users added the Receive Money widget to their Paytm interface.",Y
hive.user_paytm_payments.hide_payments,dt,date,"Date field representing when payment-related events or transactions occurred, used for temporal filtering and growth tracking analysis in the payments system.",Y
hive.user_paytm_payments.hide_payments,impressions,,"Tracks the number of users who viewed promotional banners, specifically used to measure banner impression metrics in growth experiments for features like the New PTS Banner 2.0 campaign.",N
hive.user_paytm_payments.hide_payments,lite_dt,,"Date when UPI Lite was activated for a customer, used for tracking user engagement and conversion analytics in growth measurement dashboards.",N
hive.user_paytm_payments.lite_active,banner_id,,"Unique identifier for banners displayed to users, used in the growth tracking system to measure banner performance metrics including views, clicks, and conversion rates for the New PTS Banner 2.0 feature.",Y
hive.user_paytm_payments.lite_active,clicks,,"This column tracks the number of user clicks or interactions with banners, specifically used for measuring engagement with promotional banners in growth tracking dashboards for payment features.",N
hive.user_paytm_payments.lite_active,customer_id,varchar,"A unique identifier for customers in the Paytm payments ecosystem, used to track and link user activities across various payment services including bank linking, UPI transactions, and feature adoptions.",Y
hive.user_paytm_payments.lite_active,dl_last_updated,,"A timestamp column that tracks when records in the lite_active table were last updated or processed in the data pipeline, commonly used for incremental data processing and ensuring data freshness in analytics queries.",Y
hive.user_paytm_payments.lite_active,dt,,"Date column representing the timestamp when UPI Lite activation events occurred, used for temporal filtering and analytics tracking in payment system dashboards.",Y
hive.user_paytm_payments.lite_active,impressions,undefined,"Tracks the number of users who viewed a banner as part of the Growth TG CG tracking system for New PTS Banner 2.0, used to measure banner reach and conversion funnel performance.",N
hive.user_paytm_payments.lite_active,lite_dt,date,"Date when a customer activated UPI Lite functionality, used for tracking activation events and analyzing growth metrics related to banner campaigns and feature adoption.",no
hive.user_paytm_payments.lite_auto_topup,banner_id,,"Unique identifier for promotional banners displayed to users in the Paytm app, used to track banner performance and user engagement metrics for growth campaigns like the New PTS Banner 2.0 feature.",Y
hive.user_paytm_payments.lite_auto_topup,clicks,,"This column tracks the number of users who viewed a banner in the Growth team's tracking system for the New PTS Banner 2.0 feature, despite its misleading name suggesting click interactions. Used consistently across multiple dashboards for banner view tracking.",N
hive.user_paytm_payments.lite_auto_topup,customer_id,varchar,"A unique varchar identifier for customers in the lite auto topup table, used to track and analyze user engagement across various payment features including bank linking, credit card linking, UPI Lite activation, and banner interactions for growth measurement purposes.",Y
hive.user_paytm_payments.lite_auto_topup,dl_last_updated,,"A timestamp column that tracks when records in the lite auto top-up table were last updated in the data pipeline, used for ensuring data freshness and temporal filtering in analytics queries.",Y
hive.user_paytm_payments.lite_auto_topup,dt,date,"A date field that represents the transaction or event date for payment-related activities, used as a temporal dimension for tracking user engagement and conversion metrics over time across various Paytm payment features and widgets.",Y
hive.user_paytm_payments.lite_auto_topup,impressions,,"Records the number of users who viewed promotional banners in the Paytm payments system, specifically used to track banner impression metrics for growth and conversion analysis of features like the New PTS Banner 2.0 campaign.",N
hive.user_paytm_payments.lite_auto_topup,lite_dt,undefined,"Date when UPI Lite auto top-up functionality was activated or configured for a customer, used to track adoption and engagement with UPI Lite services.",N
hive.user_paytm_payments.mapper,banner_id,Unknown,"Unique identifier for promotional banners displayed to users in the Paytm payments system, used to track banner views and measure conversion effectiveness for growth campaigns.",Y
hive.user_paytm_payments.mapper,clicks,,"This column tracks the number of users who viewed banners in the growth tracking system, specifically used for measuring banner exposure in the New PTS Banner 2.0 feature tracking dashboard, despite being named ""clicks"". Used consistently across multiple dashboards for banner view measurement.",N
hive.user_paytm_payments.mapper,customer_id,varchar,"A unique string identifier for customers in the Paytm payments system, used to link customer records across various payment-related activities and features like bank linking, UPI transactions, and widget usage.",Y
hive.user_paytm_payments.mapper,dl_last_updated,,"A timestamp column that tracks when the record was last updated or loaded into the data lake, commonly used for filtering recent data and temporal analysis in user engagement tracking.",Y
hive.user_paytm_payments.mapper,dt,date,"A date column that represents the transaction or event date, commonly used for temporal filtering and partitioning in payment-related analytics and growth tracking dashboards.",Y
hive.user_paytm_payments.mapper,impressions,undefined,"Records the number of banner impressions or views by users, used to track the reach and exposure of promotional banners in growth marketing campaigns for the Paytm platform.",N
hive.user_paytm_payments.mapper,lite_dt,,"Date when a user activated UPI Lite service, used for tracking UPI Lite adoption and measuring the effectiveness of banner campaigns promoting this feature.",N
hive.user_paytm_payments.spend_analytics,banner_id,,"Unique identifier for marketing banners or promotional displays shown to users, used to track banner performance metrics including user views, clicks, and conversion rates in growth analytics.",Y
hive.user_paytm_payments.spend_analytics,clicks,,"This column tracks the number of users who viewed banners in the Paytm payments application, specifically used for measuring banner engagement and conversion funnel analysis in growth tracking features.",N
hive.user_paytm_payments.spend_analytics,customer_id,varchar,"A unique identifier for customers in the Paytm payments system, used to track user activities across various banking and payment features such as bank linking, credit card linking, UPI services, and widget usage.",Y
hive.user_paytm_payments.spend_analytics,dl_last_updated,,"A timestamp column that tracks when the data record was last updated or loaded into the system, commonly used for data freshness validation and to filter historical records in analytical queries.",Y
hive.user_paytm_payments.spend_analytics,dt,date,"Date column representing when payment-related events occurred, used as the primary time dimension for tracking user activities like bank linking, credit card linking, and UPI transactions in the spend analytics table.",Y
hive.user_paytm_payments.spend_analytics,impressions,,"Tracks the number of users who viewed promotional banners, specifically used for measuring banner impression metrics in growth tracking campaigns for features like the New PTS Banner 2.0.",N
hive.user_paytm_payments.spend_analytics,lite_dt,,"Date field representing when UPI Lite was activated by a user, used for tracking UPI Lite adoption timelines and measuring conversion events in banner campaigns.",N
hive.user_paytm_payments.upi_statement_download_V1,banner_id,,"A unique identifier for promotional banners displayed to users, used to track banner performance metrics including views and conversions in the UPI statement download feature campaign tracking system.",Y
hive.user_paytm_payments.upi_statement_download_V1,clicks,,"Tracks the number of user interactions (likely clicks or views) with promotional banners related to the UPI statement download feature, used for measuring engagement and conversion tracking in growth analytics.",N
hive.user_paytm_payments.upi_statement_download_V1,customer_id,varchar,"Unique identifier for customers who have downloaded UPI statements, used for tracking user engagement and conversion analysis across payment features and banner interactions.",Y
hive.user_paytm_payments.upi_statement_download_V1,dl_last_updated,,"Timestamp indicating when the receive money widget data record was last updated or processed in the data pipeline, used for tracking feature adoption and ensuring data freshness in analytics.",Y
hive.user_paytm_payments.upi_statement_download_V1,dt,date,Represents the date when a user downloaded their UPI statement from the Paytm payments platform. This date field is used to track user engagement with statement download features and analyze conversion patterns over time.,Y
hive.user_paytm_payments.upi_statement_download_V1,impressions,,"Tracks the number of banner impressions or views by users for the New PTS (UPI Statement) Banner 2.0 feature, used for measuring banner visibility and engagement in growth tracking analytics.",N
hive.user_paytm_payments.upi_statement_download_V1,lite_dt,,"Date when UPI Lite was activated by the customer, used for tracking growth metrics and conversion analysis in relation to banner engagement and feature adoption.",N
hive.user_paytm_payments.widget_added_rec_money_ER_daily,banner_id,,"Identifier for banners displayed to users in the payment system, used to track banner views and conversions for various payment features like receive money widgets and other financial services.",Y
hive.user_paytm_payments.widget_added_rec_money_ER_daily,clicks,,"This column tracks the number of users who viewed promotional banners, specifically used in growth tracking dashboards to measure banner impression metrics for the Receive Money widget feature.",N
hive.user_paytm_payments.widget_added_rec_money_ER_daily,customer_id,varchar,"Unique identifier for customers who have added the receive money widget to their Paytm payment interface, used to track feature adoption and user engagement with promotional banners.",Y
hive.user_paytm_payments.widget_added_rec_money_ER_daily,dl_last_updated,date,"Records the date when the receive money widget data was last updated or loaded into the system, used for temporal filtering and ensuring data freshness in payment feature analytics.",Y
hive.user_paytm_payments.widget_added_rec_money_ER_daily,dt,,Date field representing the daily partition or timestamp for tracking Receive Money widget additions and user engagement metrics in the payments system. Used consistently across dashboards for temporal analysis and daily data partitioning.,Y
hive.user_paytm_payments.widget_added_rec_money_ER_daily,impressions,,"Number of users who viewed the banner for the Receive Money widget feature, used to track engagement and measure the reach of banner campaigns in the payments application.",N
hive.user_paytm_payments.widget_added_rec_money_ER_daily,lite_dt,,"Date field representing when UPI Lite activation occurred for users, used in payment feature tracking and growth analytics for banner conversion analysis.",no
hive.user_paytm_payments.widget_added_snp_ER_daily,banner_id,,Unique identifier for promotional banners displayed to users as part of the New PTS Banner 2.0 campaign to drive adoption of the Scan & Pay widget feature. This ID is used to track banner views and measure conversion effectiveness in the growth tracking system.,Y
hive.user_paytm_payments.widget_added_snp_ER_daily,clicks,,"Tracks the number of clicks on promotional banners or widgets, specifically used in growth tracking dashboards to measure user engagement with New PTS Banner 2.0 features related to payment services and widget adoption.",N
hive.user_paytm_payments.widget_added_snp_ER_daily,customer_id,varchar,"Unique identifier for customers who have added the Scan & Pay widget to their Paytm payment interface, used to track user engagement and conversion metrics across various payment features and promotional banners.",Y
hive.user_paytm_payments.widget_added_snp_ER_daily,dl_last_updated,date,"A date column that tracks when the record was last updated or processed in the data pipeline, used for data lineage and ETL management purposes in the widget analytics tracking system.",Y
hive.user_paytm_payments.widget_added_snp_ER_daily,dt,,Date column representing the daily snapshot date for tracking widget addition events and user engagement metrics in the Scan & Pay widget feature analysis.,Y
hive.user_paytm_payments.widget_added_snp_ER_daily,impressions,,"This column tracks the number of users who viewed promotional banners for payment features, used to measure banner impression effectiveness in the New PTS Banner 2.0 tracking system.",N
hive.user_paytm_payments.widget_added_snp_ER_daily,lite_dt,,"Date when a user activated their UPI Lite feature, used for tracking user engagement and conversion metrics in relation to promotional banners and feature adoption analytics.",N
hive.cdo.fact_upi_transactions_snapshot_v3,final_category,Not specified,"A business-level categorization of UPI transactions that groups detailed flow categories into broader transaction types (P2P, SnP, Online, Onus) for simplified analysis and reporting. This column is used to count distinct use cases per customer and analyze transaction patterns across different payment flows.",N
hive.user_paytm_payments.gaming_merchant_5816_analysis,amount,,"The amount column represents the monetary value of UPI payment transactions for gaming merchant 5816, capturing the transaction amounts used in payment flow analysis and merchant revenue tracking.",N
hive.user_paytm_payments.gaming_merchant_5816_analysis,flow_category,,"Categorizes the type of UPI payment flow (e.g., P2P, QR-based payments, online transactions, mandate-based payments) used in transactions, enabling analysis of user payment behavior patterns across different transaction methods in the gaming merchant ecosystem.",N
hive.user_paytm_payments.gaming_merchant_5816_analysis,txn_id,,"A unique identifier for individual UPI transactions, used to track and analyze specific payment events within the gaming merchant payment processing system.",Y
hive.cdo.fact_upi_transactions_snapshot_v3,is_p2m,boolean,"Boolean flag indicating whether a UPI transaction is a Person-to-Merchant (P2M) transaction, used to categorize and analyze payment flows between individual consumers and business merchants in the UPI ecosystem. This field enables business analytics and ratio calculations between P2P (peer-to-peer) and P2M transaction types for comprehensive payment flow analysis.",N
hive.cdo.fact_upi_transactions_snapshot_v3,is_p2p,boolean,"A boolean flag indicating whether the UPI transaction is a Person-to-Person (P2P) payment between individuals. This column is used to categorize transaction flows and distinguish P2P payments from Person-to-Merchant (P2M) or other transaction types. It enables transaction type classification, pattern analysis, and business metrics calculations across different dashboard contexts for comprehensive UPI transaction analytics.",N
hive.midgar.engage_data_snapshot_v3,flow_category,,"A categorical field that classifies UPI transactions into different flow types or transaction categories. This field categorizes the type or flow of UPI transactions, serving as a detailed transaction classification that supplements the basic P2P (peer-to-peer) and P2M (peer-to-merchant) categories. Used as a business dimension for analyzing transaction patterns, user engagement metrics, and payment flow analysis across different business intelligence reporting contexts.",N
hive.midgar.engage_data_snapshot_v3,is_p2m,boolean,"Boolean flag indicating whether a UPI transaction is a Person-to-Merchant (P2M) transaction. This column is used to categorize and analyze payment flows, distinguishing merchant payment transactions from peer-to-peer (P2P) transactions. Applied in various analytics including business metrics (DAU ratios, transaction volumes, GMV comparisons between P2P and P2M payment types), engagement metrics analysis, and state-wise transaction analysis across different dashboard contexts.",N
hive.midgar.engage_data_snapshot_v3,is_p2p,,"Boolean flag indicating whether a UPI transaction is peer-to-peer (P2P), used to distinguish personal money transfers from merchant payments (P2M) for transaction categorization, business analysis, reporting, and ratio analysis in UPI payment analytics.",N
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,Amount,,"Represents the monetary value of UPI transactions used for customer lifecycle and retention analysis. This amount field is utilized to: (1) calculate GMV (Gross Merchandise Value) buckets for analyzing transaction value segments, (2) measure total transaction volume aggregated at the customer lifecycle snapshot level, and (3) enable segmentation analysis across different states, flow categories, and customer segments for comprehensive transaction volume assessment.",N
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,amount,,"The transaction amount in monetary value for UPI payments, representing the gross merchandise value (GMV) for UPI transactions at the customer lifecycle level. This field is used to calculate Gross Merchandise Value, analyze customer transaction patterns in retention and lifecycle metrics, analyze payment volumes, and calculate ratios between P2P (peer-to-peer) and P2M (peer-to-merchant) transaction values.",N
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,customer_id_payer,,"Unique identifier for customers who initiate or make UPI payments, serving as the primary key to track customer lifecycle metrics across different time periods. This column is used as a key dimension for analyzing daily active users, calculating retention rates, and distinguishing between P2P (peer-to-peer) vs P2M (peer-to-merchant) transaction patterns in UPI transaction analysis.",Y
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,payer_handle,not specified,"Identifier for the UPI payment service provider or bank handle (e.g., 'paytm', 'ptyes', 'ptaxis', 'pthdfc', 'ptsbi') associated with the payer in UPI transactions. This field is used across dashboards to analyze customer retention, transaction patterns, and ratios across different UPI service providers in customer lifecycle analysis and payment provider performance evaluation.",N
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,transaction_date_key,,"A date key field representing the transaction date, serving as the primary temporal dimension for UPI transaction analysis. This column enables date range filtering and partitioning of transaction data for time-based analysis, supporting customer lifecycle metrics calculations, retention analysis, and P2P vs P2M transaction pattern studies. Used consistently across dashboards for filtering and analyzing UPI transactions within specific time periods.",Y
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,transaction_type,,"Categorical field that classifies UPI transactions by their transaction flow type. Distinguishes between 'PAY' transactions (outgoing payments) and 'COLLECT' transactions (incoming money requests). Used in conjunction with P2P and P2M flags to determine whether transactions are person-to-person, person-to-merchant, or other flow categories. Applied for filtering and analyzing customer transaction behavior in lifecycle and retention metrics, as well as for business analytics and state-wise flow analysis.",N
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,txn_id,varies,"Unique identifier for each UPI transaction record. Used across dashboards to: (1) count distinct transactions per user for calculating transaction frequency metrics (TPU) in retention and lifecycle analysis, and (2) calculate transaction volumes and ratios between P2P (peer-to-peer) and P2M (peer-to-merchant) payments in customer lifecycle analysis. Essential for all transaction-level analytics and customer behavior tracking.",Y
hive.cdo.fact_upi_transactions_snapshot_v3,ft_date,,"A date column that represents the snapshot or processing date for UPI transaction records, serving as a temporal dimension for analyzing transaction patterns and trends over time. This field is used for time-based filtering and retention analysis to compare user activity across different time periods, and supports comparative analysis of P2P and P2M transaction metrics in conjunction with other date fields.",Y
hive.code.campaign_snapshot_v3,amount,,"The amount column stores the base monetary value for campaign redemptions that gets converted to actual cash burn costs using redemption-type-specific formulas (coins divided by 166.67, goldcoins by 100, UPI plus 0.2478 fee). This column serves as the foundation for calculating campaign financial impact across different reward types.",N
hive.code.campaign_snapshot_v3,campaign,varchar,Identifies the promotional campaign or marketing offer associated with cashback transactions and supercash tasks. This column is used to categorize and analyze performance metrics across different promotional campaigns in the cashback system.,N
hive.code.campaign_snapshot_v3,created_at,timestamp(3),"Timestamp indicating when a campaign record was created in the system, used for temporal analysis and reporting in cashback campaign tracking, particularly for UPI-related financial transactions.",no
hive.code.campaign_snapshot_v3,dl_last_updated,date,"A date column that indicates when the record was last updated or loaded into the data lake, used for incremental data processing and filtering records based on their data freshness in the campaign snapshot table.",Y
hive.code.campaign_snapshot_v3,fulfillment_status,,"Indicates the fulfillment stage of cashback rewards, with values representing different states in the reward processing workflow (1=Pending, 2=Processing, 3=Given). This column is used to track and categorize the status of cashback distribution in campaign analytics.",N
hive.code.campaign_snapshot_v3,id,bigint,"Primary key identifier for campaign snapshot records in the campaign tracking system, used to uniquely identify each campaign snapshot entry for user reward and supercash campaigns.",Y
hive.code.campaign_snapshot_v3,info,varchar,"A JSON field containing metadata and configuration details for cashback campaigns, including scratch card information and transaction-specific data that can be parsed to extract campaign parameters and status indicators.",no
hive.code.campaign_snapshot_v3,redemption_type,varchar,"Specifies the type of cashback redemption method used in campaigns, with values like 'coins', 'goldcoins', and 'upi' that determine different calculation formulas for cashback amounts. This column categorizes how users redeem their rewards and is used to apply appropriate conversion rates for different redemption mechanisms.",N
hive.code.campaign_snapshot_v3,status,,"A numeric status code that tracks the lifecycle state of promotional campaigns or cashback tasks, where 1 indicates active/processed campaigns and 2 indicates inactive/unscratched campaigns, used in combination with fulfillment_status to determine final reward states.",N
hive.code.campaign_snapshot_v3,updated_at,timestamp(3),"Timestamp indicating when a campaign snapshot record was last updated, used to track the timing of cashback task modifications and filter records for month-to-date analysis of gratified users.",Y
hive.code.campaign_snapshot_v3,user_id,,"Unique identifier for users who have participated in cashback campaigns and redemption activities. This column is used to track and count distinct users who have received various types of rewards (coins, goldcoins, UPI cashback) for campaign performance analysis.",Y
hive.code.campaign_snapshot_v3,wallet,varchar,"The wallet column stores wallet identifier or wallet type information for users participating in promotional campaigns, used to track and analyze user engagement across different payment methods including UPI, coins, and goldcoins redemption systems.",N
hive.promocad.supercash_task_snapshot_v3,user_id,,"Unique identifier for users participating in the supercash rewards system, used to track distinct users who have received or are eligible for cashback rewards through various redemption methods including UPI transactions.",Y
hive.promocard.supercash_task_snapshot_v3,amount,"decimal(8,2)","Represents the base cashback amount in decimal format for supercash tasks, which gets converted using different formulas based on redemption type (coins, goldcoins, or UPI) to calculate the final cashback value displayed in dashboard reports.",no
hive.promocard.supercash_task_snapshot_v3,campaign,varchar,"Identifies the promotional campaign or marketing initiative associated with each supercash task, used for tracking and analyzing campaign-specific performance metrics like user engagement and cash burn rates.",N
hive.promocard.supercash_task_snapshot_v3,cashburn,,"A calculated monetary value representing the cash equivalent cost of rewards redeemed by users, standardized across different redemption types (coins, goldcoins, UPI) using specific conversion rates. This metric is used to track the total financial impact of promotional campaigns and reward distributions.",N
hive.promocard.supercash_task_snapshot_v3,created_at,timestamp(3),"Timestamp indicating when a supercash task record was originally created in the system. This field is used for temporal filtering and analysis in promotional campaigns, particularly for month-to-date user activity tracking and historical data segmentation.",N
hive.promocard.supercash_task_snapshot_v3,dl_last_updated,date,"A system-generated date field that tracks when each record in the supercash task snapshot was last updated during data pipeline processing, commonly used for filtering data within specific time ranges for analytics and reporting.",Y
hive.promocard.supercash_task_snapshot_v3,fulfillment_status,integer,"Indicates the fulfillment stage of supercash/cashback tasks, where integer values represent different states: 1 (Pending/Unscratched), 2 (Processing), and 3 (Given/Completed). This column is used together with the status field to track the progression of cashback rewards through the fulfillment pipeline.",N
hive.promocard.supercash_task_snapshot_v3,id,"decimal(20,0)","Unique identifier for each cashback task or transaction record in the supercash system, used to track individual UPI and other payment method cashback rewards through their lifecycle from creation to fulfillment.",Y
hive.promocard.supercash_task_snapshot_v3,info,varchar,"A JSON-formatted text field that stores additional metadata and details about supercash tasks and scratch cards, including fields like scratch card ID and scratched status that can be extracted for analysis and reporting.",N
hive.promocard.supercash_task_snapshot_v3,redemption_type,varchar,"Specifies the type of redemption method used for supercash rewards (e.g., 'coins', 'goldcoins', 'upi'), which determines the cashburn calculation formula and is used to categorize redemption activities in campaign performance tracking.",N
